title,description,price,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher
Helle 2.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar.,2770.0,2.5,82.2,Badenerstrasse 64,8057,Zürich,47.406605,8.539695,Homegate
Moderne 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.,2690.0,3.0,89.9,Dörflistrasse 93,8051,Zürich,47.402942,8.575816,Comparis
Zentral gelegene 2.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.,2700.0,2.5,78.7,Kirchgasse 129,8006,Zürich,47.386618,8.535715,Wincasa AG
Schöne 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,3950.0,3.0,100.5,Mythenquai 57,8002,Zürich,47.358009,8.538062,UBS Real Estate
Zentral gelegene 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,2590.0,3.5,82.9,Talstrasse 64,8047,Zürich,47.384852,8.506418,Helvetia Immobilien
Möblierte 3-Zimmer-Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2160.0,3.0,71.5,Neptunstrasse 20,8046,Zürich,,8.517997,Comparis
Furnished 1-room Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar.",1560.0,1.0,31.3,Militärstrasse 84,8032,Zürich,47.362138,8.546265,UBS Real Estate
Zentral gelegene 5.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Grosszügiger Keller inklusive.,6190.0,5.5,183.0,Forchstrasse 131,8003,Zürich,47.368028,8.521335,UBS Real Estate
Geräumige 6-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Grosszügiger Keller inklusive. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position.",4790.0,6.0,155.7,Birmensdorferstrasse 144,8045,Zürich,47.368363,8.509623,Privat
Helle 2-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,2080.0,2.0,70.4,Rämistrasse 12,8049,Zürich,47.403359,,Homegate
Zentral gelegene 3-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden.,4460.0,3.0,119.6,Bucheggstrasse 105,8002,Zürich,47.354994,8.538731,Procimmo
1-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Lift im Gebäude vorhanden.,800.0,1.0,22.6,Freiestrasse 97,8037,Zürich,47.391379,8.52062,ImmoScout24
Renovierte 3.5-Zimmer-Apartment in Pfäffikon ZH,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position.",2360.0,3.5,96.0,Quellenstrasse 138,8330,Pfäffikon ZH,47.371594,,Livit AG
Renovierte 3-Zimmer-Apartment in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Ideale Verkehrsanbindung.,2050.0,3.0,83.0,Mutschellenstrasse 140,8404,Winterthur,47.486513,8.724958,Wincasa AG
Geräumige 4-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Frisch renoviert und neu gestrichen.",4070.0,4.0,114.6,Albisriederstrasse 71,8004,Zürich,47.378528,8.52808,Procimmo
3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar.,3190.0,3.0,84.8,Seestrasse 62,8002,Zürich,47.356341,8.539849,Homegate
Schöne 2-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe.,1780.0,2.0,67.2,Bellerivestrasse 12,8600,Dübendorf,47.394962,8.620979,Livit AG
Renovierte 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier.,4200.0,4.0,109.6,Mythenquai 148,8003,Zürich,47.368073,8.520626,Helvetia Immobilien
Möblierte Apartment – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive.",3120.0,3.0,88.5,Mythenquai 106,8046,Zürich,47.419452,8.505987,Helvetia Immobilien
Furnished 3.5-room Apartment in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden.",5030.0,3.5,122.6,Zentralstrasse 13,8008,Zürich,47.3552,8.56274,Procimmo
Moderne 3.5-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,2650.0,3.5,85.4,Quellenstrasse 138,8304,Wallisellen,47.412266,8.591263,Homegate
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen.,2540.0,2.5,84.5,Gloriastrasse 107,8064,Zürich,47.386832,8.500344,ImmoScout24
Renovierte 5-Zimmer-Wohnung in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,4180.0,5.0,143.4,Freiestrasse 95,8134,Adliswil,47.313258,8.522464,Procimmo
Zentral gelegene 4-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.,3770.0,4.0,107.9,Langstrasse 19,8006,Zürich,47.395779,8.541587,Wincasa AG
Moderne 1.5-Zimmer-Wohnung in Küsnacht,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar.",1580.0,1.5,40.7,Hohlstrasse 4,8700,Küsnacht,47.310324,8.589605,Privat
Helle 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.,3150.0,3.5,109.4,Kirchgasse 62,8064,Zürich,47.387916,8.489082,Wincasa AG
Renovierte 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,2720.0,2.5,75.1,Hohlstrasse 67,8005,Zürich,47.381523,8.521303,Wincasa AG
Furnished 4.5-room Apartment in Dietikon,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.",3190.0,4.5,106.1,Talstrasse 95,8953,Dietikon,47.398885,8.397733,Homegate
Renovierte 1.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,1930.0,1.5,,Dörflistrasse 142,8032,Zürich,47.364706,8.556707,Privat
Furnished 2.5-room Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen.",2510.0,2.5,72.4,Jupiterstrasse 146,8045,Zürich,47.369844,8.506834,UBS Real Estate
Moderne 2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.,2240.0,2.0,73.9,Militärstrasse 91,8057,Zürich,47.407105,8.55055,Homegate
3-Zimmer-Mietwohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.,2670.0,3.0,91.3,Langstrasse 20,8706,Meilen,47.271258,8.646817,ImmoScout24
Renovierte 1-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,1080.0,1.0,29.8,Albisriederstrasse 3,8004,Zürich,47.377346,8.525333,UBS Real Estate
Renovierte 3.5-Zimmer-Wohnung in Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne.,2980.0,3.5,103.4,Zentralstrasse 5,8152,Opfikon,47.429239,8.569095,Livit AG
Furnished 3.5-room Mietwohnung in Winterthur,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Tiefgaragenplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.,2540.0,3.5,82.8,Bucheggstrasse 5,8400,Winterthur,47.506117,8.729043,Comparis
Renovierte 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,2400.0,2.0,56.8,Bellerivestrasse 50,8004,Zürich,47.375911,8.524364,Wincasa AG
Moderne 2.5-Zimmer-Mietwohnung in Pfäffikon ZH,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen.,1750.0,2.5,73.6,Kirchgasse 118,8330,Pfäffikon ZH,47.373264,8.784306,ImmoScout24
Schöne 3-Zimmer-Apartment in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2150.0,3.0,84.2,Langstrasse 24,8180,Bülach,47.52783,8.534255,Comparis
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.,2640.0,3.0,65.2,Forchstrasse 128,8003,Zürich,47.365057,8.518907,Privat
Helle 4-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.,3650.0,4.0,124.5,Talstrasse 146,8064,Zürich,47.389274,8.492327,Helvetia Immobilien
3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,2280.0,3.0,69.4,Langstrasse 46,8005,Zürich,47.383124,8.520254,Livit AG
Renovierte 1-Zimmer-Wohnung in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Ruhige Wohnlage im Quartier.,1060.0,1.0,31.0,Militärstrasse 145,8304,Wallisellen,47.411315,,ImmoScout24
Furnished 3.5-room Wohnung in Bassersdorf,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar.",3030.0,3.5,,Limmatstrasse 14,8303,Bassersdorf,47.441246,8.631183,Procimmo
Helle 4-Zimmer-Mietwohnung – Kloten,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,2800.0,4.0,109.0,Badenerstrasse 8,8302,Kloten,47.448269,8.579401,Helvetia Immobilien
Geräumige 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,2720.0,4.0,88.6,Jupiterstrasse 111,8045,Zürich,47.36407,8.50735,Privat
Voll möblierte 3-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht.",2440.0,3.0,77.4,Rämistrasse 22,8404,Winterthur,47.491744,8.728495,ImmoScout24
Helle 2.5-Zimmer-Apartment – Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht.,2120.0,2.5,80.6,Bahnhofstrasse 79,8603,Dübendorf,47.387128,8.644918,Comparis
Renovierte 2-Zimmer-Mietwohnung in Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,1660.0,2.0,57.5,Zürichbergstrasse 115,8903,Birmensdorf,47.357851,8.430281,Helvetia Immobilien
3.5-Zimmer-Apartment in Volketswil,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.",2370.0,3.5,87.7,Forchstrasse 84,8604,Volketswil,47.385154,8.690616,Privat
Moderne 2-Zimmer-Wohnung in Adliswil,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position.",1880.0,2.0,55.3,Militärstrasse 98,8134,Adliswil,47.314206,8.526896,Procimmo
Furnished 2-room Apartment in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Balkon mit schöner Aussicht vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Frisch renoviert und neu gestrichen.,1900.0,2.0,54.5,Rosengartenstrasse 108,8049,Zürich,47.401057,8.494861,UBS Real Estate
Moderne 2.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden.,2910.0,2.5,67.6,Aargauerstrasse 118,8002,Zürich,47.364463,8.539329,UBS Real Estate
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel.,2370.0,2.5,83.2,Heinrichstrasse 111,8051,Zürich,,8.560685,UBS Real Estate
Helle 2.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel.,2580.0,2.5,,Badenerstrasse 46,8002,Zürich,47.355554,8.53632,Wincasa AG
Helle 4.5-Zimmer-Apartment – Rümlang,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier.,3190.0,4.5,122.0,Jupiterstrasse 72,8153,Rümlang,,8.53164,Helvetia Immobilien
Moderne 5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,3600.0,5.0,114.5,Seestrasse 119,8064,Zürich,47.384667,8.489705,UBS Real Estate
Helle 3.5-Zimmer-Wohnung – Bassersdorf,"Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.",2190.0,,72.6,Regensbergstrasse 78,8303,Bassersdorf,47.445175,8.626148,UBS Real Estate
Zentral gelegene 4-Zimmer-Mietwohnung – Küsnacht,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.,3520.0,4.0,,Kirchgasse 137,8700,Küsnacht,47.307933,8.584118,ImmoScout24
Geräumige 4-Zimmer-Mietwohnung in Regensdorf,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Grosszügiger Keller inklusive.",3060.0,4.0,112.1,Schaffhauserstrasse 64,8105,Regensdorf,47.428265,8.480058,Wincasa AG
3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.",3190.0,3.5,90.0,Zürichbergstrasse 28,8057,Zürich,47.410679,8.544195,Privat
Schöne 1-Zimmer-Apartment in Horgen,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,840.0,1.0,25.9,Freiestrasse 96,8810,Horgen,47.261136,8.592847,Homegate
Schöne 2.5-Zimmer-Apartment in Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,1740.0,2.5,56.2,Josefstrasse 27,8903,Birmensdorf,47.361917,8.428207,Comparis
Schöne 4-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht.",2850.0,4.0,85.2,Limmatstrasse 80,8037,Zürich,47.39369,8.532582,UBS Real Estate
Helle 3-Zimmer-Wohnung – Wetzikon,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position.",2190.0,3.0,91.0,Freiestrasse 82,8620,Wetzikon,47.32843,8.802297,Comparis
Renovierte 1.5-Zimmer-Wohnung in Winterthur,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",1250.0,1.5,44.4,Bellerivestrasse 133,8406,Winterthur,47.513375,8.745514,Comparis
Möblierte 2.5-Zimmer-Apartment in Uster,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Tiefgaragenplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,2550.0,2.5,75.4,Quellenstrasse 111,8610,Uster,47.352543,8.719984,Homegate
Möblierte 2.5-Zimmer-Apartment in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position.",2590.0,2.5,62.4,Talstrasse 53,8032,Zürich,47.36322,8.54845,Privat
