title,description,price_chf,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher,distance_to_zurich_center,furnished,parking,rooms_per_sqm
Schöne 2-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe.,1780.0,2.0,67.2,Bellerivestrasse 12,8600,Dübendorf,47.394962,8.620979,Livit AG,6.3,0,1,0.02976190476190476
Renovierte 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier.,4200.0,4.0,109.6,Mythenquai 148,8003,Zürich,47.368073,8.520626,Helvetia Immobilien,1.87,0,1,0.03649635036496351
Möblierte Apartment – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive.",3120.0,3.0,88.5,Mythenquai 106,8046,Zürich,47.419452,8.505987,Helvetia Immobilien,5.44,1,1,0.03389830508474576
Furnished 3.5-room Apartment in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden.",5030.0,3.5,122.6,Zentralstrasse 13,8008,Zürich,47.3552,8.56274,Procimmo,2.89,1,1,0.028548123980424146
Moderne 3.5-Zimmer-Apartment in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung.,2650.0,3.5,85.4,Quellenstrasse 138,8304,Wallisellen,47.412266,8.591263,Homegate,5.42,0,0,0.040983606557377046
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen.,2540.0,2.5,84.5,Gloriastrasse 107,8064,Zürich,47.386832,8.500344,ImmoScout24,3.3,0,1,0.029585798816568046
Renovierte 5-Zimmer-Wohnung in Adliswil,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden.,4180.0,5.0,143.4,Freiestrasse 95,8134,Adliswil,47.313258,8.522464,Procimmo,7.22,0,0,0.03486750348675035
Zentral gelegene 4-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.,3770.0,4.0,107.9,Langstrasse 19,8006,Zürich,47.395779,8.541587,Wincasa AG,2.1,0,1,0.03707136237256719
Moderne 1.5-Zimmer-Wohnung in Küsnacht,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar.",1580.0,1.5,40.7,Hohlstrasse 4,8700,Küsnacht,47.310324,8.589605,Privat,8.24,0,1,0.036855036855036855
Helle 3.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.,3150.0,3.5,109.4,Kirchgasse 62,8064,Zürich,47.387916,8.489082,Wincasa AG,4.15,0,0,0.031992687385740404
Renovierte 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Ideale Verkehrsanbindung.,2720.0,2.5,75.1,Hohlstrasse 67,8005,Zürich,47.381523,8.521303,Wincasa AG,1.62,0,0,0.033288948069241014
Furnished 4.5-room Apartment in Dietikon,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.",3190.0,4.5,106.1,Talstrasse 95,8953,Dietikon,47.398885,8.397733,Homegate,11.11,1,0,0.04241281809613572
Furnished 2.5-room Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen.",2510.0,2.5,72.4,Jupiterstrasse 146,8045,Zürich,47.369844,8.506834,UBS Real Estate,2.74,1,0,0.03453038674033149
Moderne 2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen.,2240.0,2.0,73.9,Militärstrasse 91,8057,Zürich,47.407105,8.55055,Homegate,3.42,0,0,0.027063599458728008
3-Zimmer-Mietwohnung in Meilen,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Gute Anbindung an öffentliche Verkehrsmittel.,2670.0,3.0,91.3,Langstrasse 20,8706,Meilen,47.271258,8.646817,ImmoScout24,14.17,0,0,0.03285870755750274
Renovierte 1-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,1080.0,1.0,29.8,Albisriederstrasse 3,8004,Zürich,47.377346,8.525333,UBS Real Estate,1.23,0,0,0.03355704697986577
Renovierte 3.5-Zimmer-Wohnung in Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne.,2980.0,3.5,103.4,Zentralstrasse 5,8152,Opfikon,47.429239,8.569095,Livit AG,6.17,0,1,0.033849129593810444
Furnished 3.5-room Mietwohnung in Winterthur,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Tiefgaragenplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.,2540.0,3.5,82.8,Bucheggstrasse 5,8400,Winterthur,47.506117,8.729043,Comparis,20.12,1,1,0.042270531400966184
Renovierte 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,2400.0,2.0,56.8,Bellerivestrasse 50,8004,Zürich,47.375911,8.524364,Wincasa AG,1.31,0,0,0.035211267605633804
Moderne 2.5-Zimmer-Mietwohnung in Pfäffikon ZH,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen.,1750.0,2.5,73.6,Kirchgasse 118,8330,Pfäffikon ZH,47.373264,8.784306,ImmoScout24,18.27,0,0,0.03396739130434783
Schöne 3-Zimmer-Apartment in Bülach,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Frisch renoviert und neu gestrichen. Schöne Aussicht auf die Umgebung.,2150.0,3.0,84.2,Langstrasse 24,8180,Bülach,47.52783,8.534255,Comparis,16.79,0,1,0.035629453681710214
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung.,2640.0,3.0,65.2,Forchstrasse 128,8003,Zürich,47.365057,8.518907,Privat,2.16,0,1,0.046012269938650305
Helle 4-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Balkon mit schöner Aussicht vorhanden.,3650.0,4.0,124.5,Talstrasse 146,8064,Zürich,47.389274,8.492327,Helvetia Immobilien,3.96,0,0,0.0321285140562249
3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,2280.0,3.0,69.4,Langstrasse 46,8005,Zürich,47.383124,8.520254,Livit AG,1.76,0,0,0.04322766570605187
Renovierte 1-Zimmer-Wohnung in Wallisellen,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden. Grosszügiger Keller inklusive. Ruhige Wohnlage im Quartier.,1060.0,1.0,31.0,Militärstrasse 145,8304,Wallisellen,47.411315,8.535243000000001,ImmoScout24,3.86,0,1,0.03225806451612903
Helle 4-Zimmer-Mietwohnung – Kloten,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,2800.0,4.0,109.0,Badenerstrasse 8,8302,Kloten,47.448269,8.579401,Helvetia Immobilien,8.43,0,0,0.03669724770642202
Geräumige 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden.,2720.0,4.0,88.6,Jupiterstrasse 111,8045,Zürich,47.36407,8.50735,Privat,2.95,0,0,0.045146726862302484
Voll möblierte 3-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Tiefgaragenplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht.",2440.0,3.0,77.4,Rämistrasse 22,8404,Winterthur,47.491744,8.728495,ImmoScout24,18.99,1,1,0.03875968992248062
Helle 2.5-Zimmer-Apartment – Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht.,2120.0,2.5,80.6,Bahnhofstrasse 79,8603,Dübendorf,47.387128,8.644918,Comparis,7.85,0,0,0.031017369727047148
Renovierte 2-Zimmer-Mietwohnung in Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,1660.0,2.0,57.5,Zürichbergstrasse 115,8903,Birmensdorf,47.357851,8.430281,Helvetia Immobilien,8.65,0,1,0.034782608695652174
3.5-Zimmer-Apartment in Volketswil,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht. Kindergarten und Schule in unmittelbarer Nähe.",2370.0,3.5,87.7,Forchstrasse 84,8604,Volketswil,47.385154,8.690616,Privat,11.25,0,0,0.039908779931584946
Moderne 2-Zimmer-Wohnung in Adliswil,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position.",1880.0,2.0,55.3,Militärstrasse 98,8134,Adliswil,47.314206,8.526896,Procimmo,7.06,0,1,0.03616636528028933
Furnished 2-room Apartment in Zürich,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Balkon mit schöner Aussicht vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Frisch renoviert und neu gestrichen.,1900.0,2.0,54.5,Rosengartenstrasse 108,8049,Zürich,47.401057,8.494861,UBS Real Estate,4.43,1,0,0.03669724770642202
Moderne 2.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden.,2910.0,2.5,67.6,Aargauerstrasse 118,8002,Zürich,47.364463,8.539329,UBS Real Estate,1.39,0,1,0.03698224852071006
Renovierte 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Modernes Bad mit Dusche und Badewanne. Gute Anbindung an öffentliche Verkehrsmittel.,2370.0,2.5,83.2,Heinrichstrasse 111,8051,Zürich,47.384790499999994,8.560685,UBS Real Estate,1.68,0,0,0.03004807692307692
Helle 4.5-Zimmer-Apartment – Rümlang,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier.,3190.0,4.5,122.0,Jupiterstrasse 72,8153,Rümlang,47.384790499999994,8.53164,Helvetia Immobilien,1.16,0,0,0.036885245901639344
Moderne 5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,3600.0,5.0,114.5,Seestrasse 119,8064,Zürich,47.384667,8.489705,UBS Real Estate,4.01,0,0,0.043668122270742356
Geräumige 4-Zimmer-Mietwohnung in Regensdorf,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Grosszügiger Keller inklusive.",3060.0,4.0,112.1,Schaffhauserstrasse 64,8105,Regensdorf,47.428265,8.480058,Wincasa AG,7.36,0,0,0.03568242640499554
3.5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einstellplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.",3190.0,3.5,90.0,Zürichbergstrasse 28,8057,Zürich,47.410679,8.544195,Privat,3.76,0,1,0.03888888888888889
Schöne 1-Zimmer-Apartment in Horgen,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,840.0,1.0,25.9,Freiestrasse 96,8810,Horgen,47.261136,8.592847,Homegate,13.44,0,0,0.03861003861003861
Schöne 2.5-Zimmer-Apartment in Birmensdorf,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne.,1740.0,2.5,56.2,Josefstrasse 27,8903,Birmensdorf,47.361917,8.428207,Comparis,8.71,0,0,0.04448398576512455
Schöne 4-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht.",2850.0,4.0,85.2,Limmatstrasse 80,8037,Zürich,47.39369,8.532582,UBS Real Estate,1.99,0,0,0.046948356807511735
Helle 3-Zimmer-Wohnung – Wetzikon,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position.",2190.0,3.0,91.0,Freiestrasse 82,8620,Wetzikon,47.32843,8.802297,Comparis,20.36,0,0,0.03296703296703297
Renovierte 1.5-Zimmer-Wohnung in Winterthur,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",1250.0,1.5,44.4,Bellerivestrasse 133,8406,Winterthur,47.513375,8.745514,Comparis,21.57,0,0,0.033783783783783786
Möblierte 2.5-Zimmer-Apartment in Uster,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Tiefgaragenplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,2550.0,2.5,75.4,Quellenstrasse 111,8610,Uster,47.352543,8.719984,Homegate,13.7,1,1,0.03315649867374005
Möblierte 2.5-Zimmer-Apartment in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Lage, trotz stadtnaher Position.",2590.0,2.5,62.4,Talstrasse 53,8032,Zürich,47.36322,8.54845,Privat,1.6,1,1,0.04006410256410257
Geräumige 3.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Lift im Gebäude vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Grosszügiger Keller inklusive.,3450.0,3.5,112.4,Mutschellenstrasse 30,8057,Zürich,47.408764,8.553045,Procimmo,3.64,0,0,0.031138790035587186
Zentral gelegene 3.5-Zimmer-Apartment – Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,2770.0,3.5,90.2,Weinbergstrasse 90,8603,Dübendorf,47.389856,8.639084,ImmoScout24,7.47,0,1,0.038802660753880266
Voll möblierte 3-Zimmer-Wohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Lift im Gebäude vorhanden. Modernes Bad mit Dusche und Badewanne.",2600.0,3.0,79.4,Regensbergstrasse 81,8800,Thalwil,47.286888,8.569807,Comparis,10.23,1,0,0.03778337531486146
Moderne 2.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Ideale Verkehrsanbindung. Frisch renoviert und neu gestrichen.,2960.0,2.5,75.2,Jupiterstrasse 108,8008,Zürich,47.36503,8.559969,Helvetia Immobilien,1.91,0,0,0.03324468085106383
Schöne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Einkaufsmöglichkeiten fussläufig erreichbar. Schöne Aussicht auf die Umgebung.,2880.0,3.5,75.1,Quellenstrasse 143,8006,Zürich,47.389719,8.543744,Wincasa AG,1.43,0,1,0.04660452729693742
Moderne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Frisch renoviert und neu gestrichen. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,4630.0,4.0,127.4,Bahnhofstrasse 125,8032,Zürich,47.361001,8.546212,Procimmo,1.8,0,1,0.03139717425431711
5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Balkon mit schöner Aussicht vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,5200.0,5.0,158.4,Freiestrasse 126,8005,Zürich,47.385905,8.530171,Helvetia Immobilien,1.33,0,1,0.03156565656565657
Renovierte 3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Lage, trotz stadtnaher Position. Südausrichtung mit viel natürlichem Licht.",3210.0,3.0,83.6,Bucheggstrasse 44,8032,Zürich,47.361662,8.546546,ImmoScout24,1.73,0,0,0.03588516746411483
Renovierte 3.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",3580.0,3.5,122.5,Rosengartenstrasse 140,8047,Zürich,47.38355,8.504708,UBS Real Estate,2.88,0,0,0.02857142857142857
Geräumige 3-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Schöne Aussicht auf die Umgebung.,2640.0,3.0,98.4,Talstrasse 109,8064,Zürich,47.385686,8.488837,UBS Real Estate,4.1,0,0,0.03048780487804878
Schöne 5-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel.",3980.0,5.0,131.0,Dörflistrasse 90,8051,Zürich,47.406869,8.569928,Privat,3.95,0,0,0.03816793893129771
Renovierte 4-Zimmer-Wohnung in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Tiefgaragenplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung.",4150.0,4.0,112.4,Limmatstrasse 110,8003,Zürich,47.365279,8.521817,Wincasa AG,1.98,0,1,0.03558718861209964
Helle 2-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Balkon mit schöner Aussicht vorhanden. Kindergarten und Schule in unmittelbarer Nähe.,1710.0,2.0,41.2,Rosengartenstrasse 138,8008,Zürich,47.361464,8.559207,ImmoScout24,2.16,0,1,0.04854368932038835
Helle 5-Zimmer-Wohnung – Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Ruhige Wohnlage im Quartier.,4190.0,5.0,135.2,Regensbergstrasse 106,8600,Dübendorf,47.39761,8.615707,Privat,6.03,0,0,0.03698224852071006
Zentral gelegene 2.5-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.,2440.0,2.5,68.3,Albisriederstrasse 83,8003,Zürich,47.371848,8.518641,Livit AG,1.82,0,0,0.036603221083455345
